Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
2679    2679    1637862311759804836    64.423913    99.360542    99.344841    1.000000    1.000000    1.000000    16.898373    16.167415    16.156270
2680    2680    1637862311769869944    64.432362    99.360855    99.353132    1.000000    1.000000    1.000000    16.898182    16.168173    16.109106
2681    2681    1637862311779936783    64.440805    99.360100    99.336048    1.000000    1.000000    1.000000    16.897991    16.168505    16.107852
2682    2682    1637862311790002589    64.449245    99.345032    99.346242    1.000000    1.000000    1.000000    16.897800    16.166406    16.107989
2683    2683    1637862311800024252    64.457749    99.359161    99.783838    1.000000    1.000000    1.000000    16.897624    16.168050    16.168283
2684    2684    1637862311810089266    64.466182    99.358215    99.354060    1.000000    1.000000    1.000000    16.897428    16.166733    16.083484
2685    2685    1637862311820152778    64.474613    99.358719    99.368888    1.000000    1.000000    1.000000    16.897243    16.167371    16.132888
2686    2686    1637862311830217742    64.483038    99.358391    99.354553    1.000000    1.000000    1.000000    16.897042    16.165650    16.066888
2687    2687    1637862311840281273    64.491461    99.359123    99.368701    1.000000    1.000000    1.000000    16.896852    16.165415    16.108598
2688    2688    1637862311850347952    64.499875    99.358315    99.337627    1.000000    1.000000    1.000000    16.896663    16.165182    16.114171
2689    2689    1637862311860412268    64.508289    99.358574    99.360950    1.000000    1.000000    1.000000    16.896475    16.165476    16.116438
2690    2690    1637862311870476900    64.516698    99.358582    99.357830    1.000000    1.000000    1.000000    16.896670    16.219501    17.704784
2691    2691    1637862311880541553    64.525103    99.358864    99.357623    1.000000    1.000000    1.000000    16.896481    16.165223    16.112866
2692    2692    1637862311890606418    64.533504    99.358841    99.355530    1.000000    1.000000    1.000000    16.896290    16.164509    16.104947
2693    2693    1637862311900670911    64.541901    99.359146    99.359203    1.000000    1.000000    1.000000    16.896100    16.164508    16.110090
2694    2694    1637862311910735478    64.550294    99.359413    99.358472    1.000000    1.000000    1.000000    16.895912    16.164199    16.114520
2695    2695    1637862311920801480    64.558681    99.359062    99.344308    1.000000    1.000000    1.000000    16.895729    16.165153    16.136477
2696    2696    1637862311930866496    64.567065    99.359024    99.354040    1.000000    1.000000    1.000000    16.895540    16.166309    16.113801
2697    2697    1637862311940931532    64.575445    99.359550    99.353842    1.000000    1.000000    1.000000    16.895344    16.164878    16.081933
2698    2698    1637862311950996284    64.583822    99.359550    99.356646    1.000000    1.000000    1.000000    16.895161    16.165990    16.133933
2699    2699    1637862311961061341    64.592194    99.360306    99.353635    1.000000    1.000000    1.000000    16.894970    16.166012    16.103124
2700    2700    1637862311972100204    64.599058    99.049461    90.589040    1.000000    1.000000    1.000000    16.895008    16.200376    17.037972
2701    2701    1637862311982166118    64.607420    99.049110    99.345176    1.000000    1.000000    1.000000    16.894825    16.200823    16.136618
2702    2702    1637862311992229906    64.615783    99.049286    99.366163    1.000000    1.000000    1.000000    16.894644    16.202161    16.141543
2703    2703    1637862312002294399    64.624140    99.049431    99.359203    1.000000    1.000000    1.000000    16.894458    16.201984    16.122219
2704    2704    1637862312012358655    64.632493    99.049423    99.361542    1.000000    1.000000    1.000000    16.894270    16.201177    16.108954
2705    2705    1637862312022423469    64.640842    99.049347    99.356034    1.000000    1.000000    1.000000    16.894115    16.206957    16.252086
2706    2706    1637862312032488713    64.649185    99.049179    99.351789    1.000000    1.000000    1.000000    16.893929    16.206527    16.119500
2707    2707    1637862312042554759    64.657524    99.048920    99.343873    1.000000    1.000000    1.000000    16.893738    16.206485    16.100026
2708    2708    1637862312052619516    64.665861    99.048920    99.356596    1.000000    1.000000    1.000000    16.893549    16.206535    16.108152
2709    2709    1637862312062684438    64.674193    99.049255    99.354968    1.000000    1.000000    1.000000    16.893362    16.205079    16.112436
2710    2710    1637862312072751430    64.682518    99.048637    99.334538    1.000000    1.000000    1.000000    16.893176    16.205432    16.119733
2711    2711    1637862312082816516    64.690842    99.049217    99.353349    1.000000    1.000000    1.000000    16.892985    16.205072    16.097013
2712    2712    1637862312092881226    64.699163    99.049568    99.357060    1.000000    1.000000    1.000000    16.892795    16.204929    16.103679
2713    2713    1637862312102945767    64.707480    99.035553    99.358729    1.000000    1.000000    1.000000    16.892606    16.202837    16.105465
2714    2714    1637862312113010248    64.715793    99.035728    99.359321    1.000000    1.000000    1.000000    16.892433    16.205737    16.170754
2715    2715    1637862312123075495    64.724100    99.035156    99.351760    1.000000    1.000000    1.000000    16.892244    16.204787    16.104336
2716    2716    1637862312133139503    64.732406    99.035477    99.363991    1.000000    1.000000    1.000000    16.892051    16.205393    16.085092
2717    2717    1637862312143204552    64.740706    99.034973    99.353714    1.000000    1.000000    1.000000    16.891859    16.204808    16.091008
2718    2718    1637862312153270114    64.749002    99.035347    99.348650    1.000000    1.000000    1.000000    16.892063    16.258917    17.742563
2719    2719    1637862312163335436    64.757294    99.035011    99.351019    1.000000    1.000000    1.000000    16.891871    16.258107    16.092088
2720    2720    1637862312173400390    64.765582    99.034904    99.354652    1.000000    1.000000    1.000000    16.891679    16.204545    16.092676
2721    2721    1637862312183467316    64.773863    99.034172    99.335189    1.000000    1.000000    1.000000    16.891500    16.205481    16.141059
2722    2722    1637862312193532175    64.782144    99.034172    99.355590    1.000000    1.000000    1.000000    16.891312    16.205632    16.109505
2723    2723    1637862312203596953    64.790421    99.034073    99.356389    1.000000    1.000000    1.000000    16.891121    16.205012    16.091442
2724    2724    1637862312213661886    64.798693    99.033951    99.354859    1.000000    1.000000    1.000000    16.890940    16.205648    16.133643
2725    2725    1637862312223726537    64.806962    99.034393    99.357643    1.000000    1.000000    1.000000    16.890751    16.204511    16.102257
2726    2726    1637862312233792681    64.815225    99.034035    99.342906    1.000000    1.000000    1.000000    16.890562    16.204149    16.102901
2727    2727    1637862312243858037    64.823485    99.033920    99.350684    1.000000    1.000000    1.000000    16.890380    16.205693    16.128417
2728    2728    1637862312253923140    64.831742    99.033806    99.353181    1.000000    1.000000    1.000000    16.890196    16.205322    16.122758
2729    2729    1637862312263987978    64.839995    99.033875    99.355797    1.000000    1.000000    1.000000    16.890009    16.205384    16.104990
2730    2730    1637862312274083762    64.848196    99.343155    99.051248    1.000000    1.000000    1.000000    16.889811    16.170296    16.066204
2731    2731    1637862312284146693    64.856444    99.344139    99.374626    1.000000    1.000000    1.000000    16.889621    16.168839    16.092879
2732    2732    1637862312294210897    64.864686    99.344002    99.362056    1.000000    1.000000    1.000000    16.889440    16.168463    16.130263
2733    2733    1637862312304274562    64.872925    99.344276    99.367378    1.000000    1.000000    1.000000    16.889260    16.168911    16.135676
2734    2734    1637862312314340113    64.881157    99.343842    99.348759    1.000000    1.000000    1.000000    16.889071    16.168589    16.099301
2735    2735    1637862312324403493    64.889389    99.344315    99.370192    1.000000    1.000000    1.000000    16.888886    16.163967    16.113388
2736    2736    1637862312334468878    64.897613    99.344276    99.350397    1.000000    1.000000    1.000000    16.888702    16.163959    16.119275
2737    2737    1637862312344533873    64.905834    99.344620    99.354247    1.000000    1.000000    1.000000    16.888520    16.164824    16.125963
2738    2738    1637862312354598642    64.914052    99.344612    99.356478    1.000000    1.000000    1.000000    16.888335    16.164975    16.112681
2739    2739    1637862312364663655    64.922265    99.344582    99.354069    1.000000    1.000000    1.000000    16.888147    16.164616    16.101678
2740    2740    1637862312374728640    64.930475    99.345245    99.354346    1.000000    1.000000    1.000000    16.887969    16.165330    16.141140
2741    2741    1637862312384792866    64.938682    99.345535    99.361839    1.000000    1.000000    1.000000    16.887782    16.165427    16.099905
2742    2742    1637862312394857836    64.946883    99.345444    99.354494    1.000000    1.000000    1.000000    16.887597    16.165817    16.115391
2743    2743    1637862312404923137    64.955081    99.345200    99.351227    1.000000    1.000000    1.000000    16.887413    16.166079    16.113345
